Country,Year,Total - all NACE activities,"Agriculture, forestry and fishing",Mining and quarrying,Manufacturing,"Electricity, gas, steam and air conditioning supply","Water supply; sewerage, waste management and remediation activities",Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,"Professional, scientific and technical activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,"Arts, entertainment and recreation",Other service activities,Activities of households as employers,Activities of extraterritorial organisations and bodies,GHG
Slovenia,2016,10392081.77,264507.24,83274.78,2484662.56,4991872.7,61736.46,444992.86,354085.57,894302.21,91845.99,42693.82,52744.85,38900.59,161506.06,97802.66,55493.81,83709.63,105797.87,33805.38,48346.72,0.0,0.0,CO2
Slovakia,2016,28362529.42,199099.35,58819.54,14774215.42,6323735.46,103196.95,1952628.07,376063.81,2842713.49,131543.15,35429.85,14972.34,203847.45,441479.37,222542.63,237835.96,83652.41,147256.95,99167.98,113892.97,0.0,436.29,CO2
Finland,2016,44945858.63,1922852.94,376557.74,11877437.4,17043251.02,337068.28,1234713.39,60210.93,10457385.28,12800.0,10837.69,137346.45,160166.73,62140.96,243601.63,591352.05,58289.18,141919.9,114608.17,103293.32,25.58,0.0,CO2
Sweden,2016,38828540.56,2168547.58,909200.97,14565862.92,6636441.35,304046.48,1942224.97,1359394.45,8807113.78,76380.46,112600.86,81962.6,196332.2,414540.75,460498.59,126896.62,105858.36,292342.04,146082.21,122174.61,15.01,23.75,CO2
Iceland,2016,5131369.32,461157.6,1360.52,1767290.92,153778.8,12772.23,172010.76,32065.41,2308512.92,3934.52,2454.83,175773.38,5058.62,4650.34,11279.27,11555.52,737.29,2003.84,2067.84,1593.23,0.0,1311.48,CO2
Norway,2016,52388806.84,1222994.19,15754828.88,11511699.46,589724.24,822020.5,2152543.41,1191376.57,18113809.63,65019.66,25394.98,225.33,100334.25,110776.45,305339.87,277906.33,13852.61,52797.19,14908.32,62381.25,873.7,0.0,CO2
Switzerland,2016,26938847.5,964936.7,76218.1,7441279.62,610110.16,2540049.09,1202343.2,1655315.47,7947318.26,607844.88,164878.54,263999.1,110444.52,455076.91,281415.6,1344125.63,70441.53,746209.26,162174.88,294666.05,0.0,0.0,CO2
Serbia,2016,44757929.0,742086.51,334659.26,9150748.64,33044872.2,9913.05,76373.27,305597.15,267549.13,50943.27,46860.16,121852.88,4880.54,92448.24,98722.02,124303.68,106808.89,121890.87,25457.71,31956.88,0.0,4.65,CO2
Türkiye,2016,323151517.0,10215647.0,1207389.0,132445123.0,126603753.0,238033.0,3711525.0,12996227.0,23337372.0,3282328.0,226593.0,465592.0,440404.0,776321.0,645101.0,2311091.0,1726255.0,1300497.0,172666.0,998901.0,39570.0,11129.0,CO2
European Union - 27 countries (from 2020),2017,2624346428.92,100182645.46,24641422.68,797409499.3,939416731.01,34928411.62,48905330.16,84970398.63,437583673.31,15565146.38,7960071.01,6670706.21,6043058.65,16045565.19,24808693.31,24819495.08,13441472.7,24010426.17,5978568.09,10714146.84,250202.88,764.24,CO2
Belgium,2017,71658116.71,2393460.89,387132.52,33633859.87,14681233.9,705380.64,2394366.56,2523341.72,7112181.02,668215.57,289164.34,301632.98,84824.84,1095910.07,1971270.88,1051905.21,495993.02,775064.14,349350.1,586479.4,157349.05,0.0,CO2
Bulgaria,2017,46720379.44,821858.11,272615.94,9232742.89,27495657.74,98468.84,446624.42,639666.9,7286722.72,47777.59,31786.09,5767.71,32347.15,29328.0,99891.67,78312.35,37472.38,34148.98,10166.16,18663.7,0.0,360.1,CO2
Czechia,2017,84522238.28,1669025.3,3868073.08,17643554.55,47752901.82,700620.82,1326244.27,1096187.87,9019236.96,43447.2,96636.92,54544.83,71844.79,175914.43,533650.03,129635.12,39256.66,223217.75,43555.91,34689.96,0.0,0.0,CO2
Denmark,2017,72654851.32,1789739.97,1683576.46,5892070.91,9432793.81,1497059.36,1506301.74,939935.66,48204667.4,116592.25,88895.38,55943.14,119168.18,148595.75,231946.58,446997.91,154199.61,188376.65,93681.16,64309.43,0.0,0.0,CO2
Germany,2017,649273598.36,12764095.98,4942871.15,207782363.58,278863397.15,4084786.25,7625392.63,15182227.83,87270077.41,4495763.94,1336999.42,793002.74,427959.55,3787373.2,2412855.24,3740107.69,3726364.0,4751907.29,342806.51,4943135.5,111.32,0.0,CO2
Estonia,2017,18053840.73,214759.36,92788.01,1778273.9,13807486.68,19243.08,157601.01,144725.27,1599763.87,16356.82,10065.44,4564.23,50757.16,32064.03,55209.91,24041.58,15684.61,9007.59,8509.6,12938.55,0.0,0.0,CO2
Ireland,2017,41808714.75,1032857.4,56011.65,7099062.6,10901635.84,538791.52,356171.13,866017.68,19032978.24,233595.18,109056.84,40559.22,26095.75,214044.44,169063.94,388279.81,233934.07,256540.71,102862.26,151156.48,0.0,0.0,CO2
Greece,2017,74376892.38,853890.85,99130.31,18093770.75,35358933.13,108295.73,172132.73,806432.29,18027845.22,181679.2,29701.21,12617.35,842.53,84739.1,52056.88,342676.8,30739.27,43184.09,38634.62,39590.33,0.0,0.0,CO2
Spain,2017,219079617.01,13858123.82,1591887.29,77240969.82,66710533.57,2950250.66,4030151.57,6513850.18,35358174.47,2900239.55,193371.87,242671.61,556563.54,728000.14,871399.16,2172112.43,592045.66,1284668.66,603856.38,620217.91,60528.71,0.0,CO2
France,2017,263741587.5,13333979.94,586963.08,89367694.49,35672888.91,9798130.54,8330847.15,10946438.56,63260787.86,2418932.29,1047988.29,997325.62,456438.27,2206416.81,7921222.28,4521381.9,3891375.82,5824928.04,1946119.31,1211728.32,0.0,0.0,CO2
Croatia,2017,13659990.32,793144.94,534393.14,5279536.31,3581584.22,1231.24,338612.21,468987.27,1699261.03,46551.19,83119.16,64731.04,137229.79,146589.51,115409.05,64930.6,78982.58,88236.1,26979.32,82382.34,28099.31,0.0,CO2
Italy,2017,261483093.45,8569254.21,2972914.64,85757795.54,90437805.45,6635386.9,5621430.6,8777207.32,38968395.22,1595066.73,229732.67,511705.94,383282.66,987720.09,929541.52,2727927.97,1306515.54,3945859.45,591436.77,534114.23,0.0,0.0,CO2
Cyprus,2017,5825333.14,85734.78,20868.68,1586109.79,3290233.4,17863.41,109030.37,126047.67,381682.64,53718.56,8689.71,7527.5,3008.57,19889.35,24212.39,48725.02,6110.93,7551.34,7856.18,16982.71,3490.15,0.0,CO2
Latvia,2017,7215957.33,593208.17,37994.47,1127892.15,1540572.73,40636.77,211781.08,269473.81,2995565.28,18083.82,10268.53,5867.1,111042.03,42801.92,43004.43,92608.18,13565.24,39609.01,9781.69,12199.38,0.0,1.53,CO2
Lithuania,2017,12958343.1,665945.16,17877.32,5400470.54,1189256.43,47489.71,143703.34,246500.86,4640130.88,18418.09,32918.41,27458.78,95603.96,46135.98,86655.19,145088.15,55316.57,52200.74,23802.38,22799.6,571.02,0.0,CO2
Luxembourg,2017,7450554.0,69400.0,6000.0,1471512.0,283200.0,12000.0,148600.0,212500.0,4713500.0,36200.0,38900.0,187300.0,30500.0,47800.0,41000.0,46800.0,17000.0,53800.0,23400.0,11142.0,0.0,0.0,CO2
Hungary,2017,39524581.02,2263171.47,212318.86,11751492.46,12113560.5,172966.92,993111.88,1852771.62,6501740.25,110837.35,317134.35,202537.98,461737.62,362949.68,730433.27,767169.98,233900.4,256766.0,79115.53,140864.91,0.0,0.0,CO2
Malta,2017,1488089.1,20125.41,5791.52,71355.11,725479.7,18896.16,38307.44,54682.97,420530.1,50863.89,4837.72,488.99,3779.28,13113.27,7254.63,11666.24,2657.2,27235.34,392.56,10631.56,0.0,0.0,CO2
Netherlands,2017,150141833.3,9404173.1,1920861.78,44861175.77,48150015.03,3159275.76,3398022.27,4165874.2,25621119.48,1010128.13,223246.39,466019.34,338344.89,766897.73,2568278.02,995656.37,594825.76,1526197.48,505552.75,466169.06,0.0,0.0,CO2
Austria,2017,47695358.1,914305.27,711932.92,27069033.52,8023846.64,241881.35,1059343.4,856424.54,7084071.05,219175.95,44441.38,38787.36,55253.63,157757.78,294592.99,589356.61,55752.16,100258.74,82329.7,96813.12,0.0,0.0,CO2
Poland,2017,300712032.07,20428318.55,1962975.77,64521412.3,152154327.88,1210423.79,668012.88,22994327.87,11808079.63,599360.49,3194413.3,2103288.18,1516682.0,3212075.78,3922594.84,4650967.04,1214872.94,3080644.07,568878.93,900375.84,0.0,0.0,CO2
Portugal,2017,49669685.25,1634300.0,268600.0,14897800.0,18286800.0,1642100.0,1116900.0,1542800.0,8595795.42,202700.0,48100.0,69700.0,13600.0,119100.0,248900.0,359389.82,69600.0,446600.0,56700.0,50200.0,0.0,0.0,CO2
Romania,2017,65048380.69,1656772.26,877197.44,22093134.43,26091063.19,487216.05,3033702.13,1552433.14,5813043.29,171052.82,295107.02,219401.32,473345.7,533747.43,379361.04,413612.57,236478.78,314969.6,94007.68,312734.81,0.0,0.0,CO2
Slovenia,2017,10598340.59,265195.38,85319.66,2653328.67,4990147.73,69205.13,487768.38,389545.7,891394.68,85778.2,44494.3,55363.75,33773.31,157781.32,102067.42,48950.54,71256.42,88245.77,31700.4,47023.82,0.0,0.0,CO2
Slovakia,2017,29340846.19,213065.92,64154.51,15281563.32,6376597.46,102017.98,2044596.89,420572.75,2878633.01,143446.82,39048.4,24491.71,226852.67,487220.89,294752.77,259657.57,90980.69,161344.87,108675.89,122797.41,0.0,374.68,CO2
Finland,2017,42234732.81,1770081.26,439148.4,11424304.66,15277969.91,270884.14,1289726.75,72092.24,10172198.2,5984.47,3965.21,92959.23,148260.29,42015.94,248076.1,580080.0,77057.78,146908.56,84160.67,88821.23,37.76,0.0,CO2
Sweden,2017,37409441.97,2104657.99,922024.07,14397219.4,6226808.18,297908.85,1856847.33,1309332.7,8226097.96,75180.28,107988.67,84448.57,183920.5,399582.55,453993.07,121457.63,99534.62,282955.22,144255.61,115185.25,15.58,27.93,CO2
Iceland,2017,5502454.26,435750.52,1900.96,1851691.34,151326.44,14377.41,186600.63,36083.42,2596851.8,4653.96,2884.12,177393.54,5871.88,5026.25,12768.77,11641.89,839.97,2020.84,1983.17,1534.23,0.0,1253.13,CO2
Norway,2017,55009483.01,1301744.4,15423745.92,12097505.81,607943.14,830340.46,2228210.93,1042937.54,20462405.28,52990.23,19500.71,335.07,85915.91,101727.25,356338.09,274785.34,8411.98,47809.82,17386.73,48816.55,631.85,0.0,CO2
Switzerland,2017,26450944.43,924718.37,76033.53,7293333.06,573729.96,2539094.82,1174367.11,1608250.48,7966454.92,609725.64,146304.83,220184.14,139140.41,426596.59,284679.73,1280914.67,65825.68,712730.88,156387.65,252471.97,0.0,0.0,CO2
Serbia,2017,45630398.38,687649.04,445495.88,9510340.66,33534629.97,15034.43,99730.14,310407.59,229321.28,48716.91,49198.36,127529.44,5445.37,86134.02,98587.82,115780.71,97616.54,112787.6,24558.78,31432.23,0.0,1.62,CO2
Türkiye,2017,337000661.0,10807422.0,1270416.0,136257601.0,136533554.0,251531.0,3846853.0,12749484.0,23271384.0,3159418.0,222853.0,453158.0,463612.0,761403.0,648573.0,2265495.0,1626680.0,1241790.0,165408.0,954465.0,37975.0,11586.0,CO2
European Union - 27 countries (from 2020),2018,2576268382.08,102249697.63,27590330.79,791395821.57,879063587.7,35343759.01,49917202.24,83768399.48,449816313.37,16045949.58,7973980.32,6826557.64,5810388.54,16550552.32,27347936.2,23785960.96,12717237.3,23202314.51,6037934.28,10563085.35,259128.78,2244.53,CO2
Belgium,2018,73544083.46,2546052.41,406341.61,34088883.99,14835371.94,769029.47,2538896.36,2557872.94,7662185.97,732033.22,282648.17,299026.45,90885.57,1098895.88,2103047.23,1110937.51,470503.0,814819.1,361968.6,608900.71,165783.33,0.0,CO2
Bulgaria,2018,42562492.98,880545.51,262645.81,9383222.46,23367121.25,105373.16,537556.97,690755.21,6915115.87,54849.45,28989.07,5731.53,32588.95,32380.35,113039.13,51051.62,36328.11,33351.26,11610.31,18445.27,0.0,1791.69,CO2
Czechia,2018,85917613.26,1663090.05,4095500.99,18315588.83,47947627.05,764763.16,1299564.28,1156898.93,8853118.15,77794.07,98921.25,58482.22,155619.03,226394.09,493938.76,193004.5,137894.65,268794.88,64471.21,46147.15,0.0,0.0,CO2
Denmark,2018,73425967.48,1823216.08,1614997.06,5681014.9,8517437.5,1496752.76,1531631.37,946919.5,50177586.06,114399.52,83054.28,55843.99,113459.48,150610.53,245957.33,374505.65,150243.19,187332.72,96475.39,64530.17,0.0,0.0,CO2
Germany,2018,627782258.63,12329866.21,7380346.98,199633023.82,265156873.75,3941685.39,7346327.07,14560180.95,89391041.57,4239035.81,1250836.5,681836.87,412078.49,3826040.7,2039760.48,3357405.25,3142064.4,4137479.24,294925.3,4661349.15,100.69,0.0,CO2
Estonia,2018,17128830.16,248859.9,87147.42,1855157.49,12809104.33,31811.45,165592.14,143126.7,1543684.15,19614.86,9864.76,4407.1,51018.86,28098.47,63303.42,23491.15,12266.35,9177.22,9065.22,14039.14,0.0,0.0,CO2
Ireland,2018,42501389.71,1218733.84,59531.68,7403523.49,9389415.86,798687.06,387377.46,939187.29,20297018.39,212286.1,104938.37,45380.65,42102.32,228640.53,146687.18,416688.59,254803.21,256860.39,133659.68,165867.64,0.0,0.0,CO2
Greece,2018,73997783.63,820125.38,97452.68,17274215.21,33714568.85,66247.79,211038.48,783763.76,20250761.95,187149.04,24333.29,11384.42,903.99,79844.37,50986.57,279875.85,30899.38,42604.35,37939.57,33688.7,0.0,0.0,CO2
Spain,2018,212811390.79,13878508.98,1702911.74,78574541.7,57614942.53,2873500.98,4226515.31,6764718.84,35836658.57,3049550.07,206651.58,256133.8,573774.4,766181.42,901316.33,2301929.01,616495.01,1340448.04,625463.58,640229.46,60919.43,0.0,CO2
France,2018,256242750.46,13576478.66,564607.49,88266211.5,26890700.86,9865477.36,8460924.96,11247635.05,64117883.17,2457894.54,1076266.6,1033009.88,474528.25,2275108.21,8114827.32,4816937.3,3775307.34,6001523.93,1979493.82,1247934.21,0.0,0.0,CO2
Croatia,2018,12705855.47,792600.89,494350.2,5170026.39,3008892.97,1168.49,330430.66,452687.53,1510215.57,45741.85,81351.91,64344.33,136318.24,143552.75,112312.97,62182.82,77698.99,86719.39,26316.48,80220.97,28722.06,0.0,CO2
Italy,2018,256155930.02,8995947.73,3285805.68,86252915.48,82014790.72,6886909.41,5759006.43,9337280.57,39489170.63,1998052.66,262902.48,545552.51,432087.37,1063421.31,1029215.12,2604925.19,1244693.55,3698773.59,631661.47,622818.11,0.0,0.0,CO2
Cyprus,2018,5874594.89,80392.42,29738.48,1452654.24,3344719.94,16883.96,110318.68,129318.06,501041.05,53684.34,7993.87,7088.73,3191.25,18197.41,25130.44,52656.11,5662.91,7606.47,9151.46,16320.27,2844.8,0.0,CO2
Latvia,2018,7823740.0,601639.61,50525.26,1342692.91,1898634.92,37536.94,211350.27,216502.73,3022068.26,13836.82,10241.26,11644.32,144856.92,33853.37,47850.8,107511.64,16494.7,34280.3,10873.29,11344.25,0.0,1.41,CO2
Lithuania,2018,14105526.84,668338.44,20045.63,5184168.91,1160807.72,50303.8,139387.07,278178.76,5963326.61,21833.06,42522.53,26653.94,48862.04,56713.22,109205.68,159402.81,60431.0,60348.56,26748.43,27564.51,684.13,0.0,CO2
Luxembourg,2018,7588714.0,68300.0,6400.0,1487914.0,258700.0,11600.0,146400.0,191600.0,4815800.0,38500.0,36900.0,208800.0,29200.0,94600.0,39500.0,44800.0,17300.0,56200.0,26200.0,10000.0,0.0,0.0,CO2
Hungary,2018,39888109.4,2353240.58,245681.66,12148681.66,11225147.88,168568.42,1151246.25,1909838.02,6931802.21,111381.15,302016.52,190691.48,463231.27,365012.29,835645.96,796393.1,219445.58,255866.61,77408.66,136810.1,0.0,0.0,CO2
Malta,2018,1615909.14,37800.06,3516.54,68209.37,698599.36,9087.79,55702.4,44877.02,534454.82,45422.28,11158.73,996.65,8249.42,27465.99,23863.7,12259.36,2484.08,19565.44,483.59,11679.87,32.68,0.0,CO2
Netherlands,2018,146206401.72,9824132.09,1843413.3,44631092.94,44452329.25,2895314.67,3407244.78,3870851.98,25973894.39,1015385.76,213907.54,444353.44,279618.45,757302.5,2649100.34,889150.24,619206.65,1502415.49,482335.69,455352.24,0.0,0.0,CO2
Austria,2018,45168202.93,904098.47,720506.53,25497030.06,7097740.33,283433.38,1076784.21,951992.23,6896810.79,200783.65,51070.59,52690.08,50358.65,188308.18,343821.97,448892.95,61560.64,139635.0,102962.47,99722.73,0.0,0.0,CO2
Poland,2018,300861879.16,21232251.26,1913105.57,66289669.71,149721647.17,1388442.72,669935.99,21112765.35,12326400.15,629337.29,3228348.54,2279494.55,1297146.47,3390524.22,6109622.04,3931027.26,1128678.73,2833039.48,528963.59,851479.07,0.0,0.0,CO2
Portugal,2018,46103947.59,1611400.0,280000.0,14170400.0,15164300.0,1611400.0,1129100.0,1626200.0,8767764.8,245900.0,52200.0,44100.0,14300.0,125100.0,264400.0,376282.8,67700.0,439700.0,58900.0,54800.0,0.0,0.0,CO2
Romania,2018,64811227.57,1911224.25,935422.81,22831264.5,24710574.27,520813.34,3076211.34,1557017.41,5753573.18,174797.62,301590.77,224478.62,484399.42,545112.91,386440.97,420989.75,241185.01,321275.68,95813.64,319042.06,0.0,0.0,CO2
Slovenia,2018,10875014.13,271203.71,92236.39,2802646.7,4867256.12,67389.89,536894.41,426717.5,1051750.79,88786.26,46846.56,56883.87,34084.9,158436.82,108949.36,45414.64,63875.48,79565.16,30775.01,45300.55,0.0,0.0,CO2
Slovakia,2018,29707094.56,211156.62,62597.82,15699165.4,6294369.41,123175.26,2063979.45,469831.68,2908642.36,140022.6,48608.87,30223.45,212859.09,469168.44,284685.46,234810.27,87405.89,150670.21,98578.48,116723.46,0.0,420.36,CO2
Finland,2018,43604005.64,1786723.27,459912.43,11462557.5,16449516.34,267629.23,1517021.61,88588.07,10209649.66,5057.0,4007.22,108642.72,45109.24,12015.18,236589.51,552671.45,77159.27,152228.81,78541.53,90358.99,26.61,0.0,CO2
Sweden,2018,37257668.47,1913771.21,875589.01,14429348.41,6452397.38,290773.11,1830764.29,1313093.39,8114894.23,72820.56,105809.06,78682.02,179556.48,389573.17,468738.14,120764.15,99450.18,272033.21,137147.81,112416.55,15.04,31.07,CO2
Iceland,2018,5744632.24,464283.33,2077.66,1869640.76,161546.56,15360.98,168725.89,36266.74,2800198.41,5009.38,3248.72,173124.03,6392.73,5348.44,13567.57,11678.48,873.3,2043.07,2505.49,1594.2,0.0,1146.5,CO2
Norway,2018,58284265.98,1374270.54,15166785.27,12050798.79,654056.01,844934.57,2317351.7,1056709.92,23780791.62,64283.2,19894.08,199.79,121776.86,98922.51,391780.73,226746.05,7586.04,35273.05,19999.71,51466.64,638.91,0.0,CO2
Switzerland,2018,26154334.23,868778.18,85940.04,7156093.99,561897.89,2566519.76,1148408.87,1466742.26,8269585.5,572878.8,121723.52,194681.28,128543.33,476048.27,274735.33,1138047.09,58679.39,635683.13,174828.22,254519.4,0.0,0.0,CO2
Serbia,2018,45175655.47,483459.58,501357.58,11257297.85,31506516.21,15253.75,103445.33,307834.32,224803.56,51156.0,50550.48,103197.99,5606.12,87576.25,105203.1,111554.78,94904.54,109701.33,24704.14,31530.92,0.0,1.64,CO2
Türkiye,2018,333548997.0,10932837.0,1301574.0,135469144.0,140472068.0,255070.0,3911195.0,10447252.0,21429710.0,2385557.0,184324.0,359359.0,468876.0,622510.0,579801.0,1849321.0,1117489.0,899596.0,122780.0,700501.0,28411.0,11622.0,CO2
European Union - 27 countries (from 2020),2019,2439651927.85,101075813.58,26730487.79,772502345.29,758632678.08,35878849.07,50458316.66,69260603.58,482636217.5,15746241.2,6087257.78,5640073.63,4934602.47,14896938.45,23365697.88,21841330.34,12289544.73,21738672.94,5682209.01,9996353.48,253566.35,4128.04,CO2
Belgium,2019,74209541.64,2662865.98,428095.99,34288546.03,15085969.06,782373.41,2584122.72,2479266.24,7757617.18,711055.28,297613.75,269011.98,95669.59,1162681.17,2220907.85,1025108.93,401857.96,818308.2,361890.21,613616.87,162963.25,0.0,CO2
Bulgaria,2019,41209020.26,850706.01,207138.86,9129664.43,22221394.91,105733.75,578799.82,648830.0,7055220.18,56725.94,25919.49,6166.78,31632.83,34606.66,109244.62,48166.54,35219.44,31083.88,9690.6,19683.96,0.0,3391.57,CO2
Czechia,2019,80891193.23,1669926.12,3477470.07,17651117.25,44012934.66,754273.37,1333384.43,1171569.65,9172065.12,93132.5,100573.08,48437.13,161206.33,197068.95,402188.66,163976.54,114679.79,260059.27,65461.98,41668.34,0.0,0.0,CO2
Denmark,2019,70299345.18,1698702.48,1491451.11,5560998.36,5338954.59,1548768.46,1481226.46,927808.9,50687746.41,104029.97,76545.2,50950.34,108218.8,142453.98,251160.24,386084.7,133853.98,165238.21,82030.62,63122.38,0.0,0.0,CO2
Germany,2019,565374403.53,12089301.82,7457518.9,193948641.69,215592656.75,3957855.84,7634296.85,14456194.83,81191908.0,4411845.25,1347698.8,701834.65,454838.83,4166431.5,2111274.04,3499385.71,3185396.14,4243953.88,297374.7,4625894.03,101.33,0.0,CO2
Estonia,2019,11924934.0,257600.62,74902.96,2151394.77,7039882.7,32743.66,163088.36,143675.21,1825792.46,20828.08,9765.22,4454.22,45868.5,27877.17,60593.15,22089.26,12380.2,9106.75,9050.9,13839.79,0.0,0.0,CO2
Ireland,2019,41482761.28,1116263.79,63593.05,7159707.89,8223664.78,876283.95,466287.14,922730.05,20568645.05,235002.66,138256.54,57400.62,24969.28,210243.1,175678.6,491770.44,240133.01,257873.73,118504.57,135753.04,0.0,0.0,CO2
Greece,2019,68586235.64,809577.19,70199.13,16105910.5,27834948.74,73392.8,142213.42,735216.83,21970605.47,219219.51,28938.2,12526.1,1571.63,94022.97,51962.31,280485.03,32832.87,47752.92,39715.15,35144.85,0.0,0.0,CO2
Spain,2019,196989064.14,13946817.83,1696888.31,76690186.36,42005426.09,3033009.62,4531506.3,6780262.84,37302128.26,3028630.66,217403.58,255325.12,597907.79,788313.76,957305.66,1963973.68,604803.42,1325519.53,603213.84,602506.99,57934.51,0.0,CO2
France,2019,250715911.34,13079673.78,499193.13,85870296.51,25528652.91,10118564.15,8415635.75,10427169.37,63636088.2,2452036.58,1109152.94,1028961.94,493134.84,2454124.33,7968780.94,4931549.78,3542836.22,5988840.49,1959628.65,1211590.83,0.0,0.0,CO2
Croatia,2019,12882215.72,806153.27,536376.77,4885791.7,3291543.25,1254.46,357053.18,469213.51,1579949.4,46106.82,82255.57,63477.66,134727.16,145086.7,114961.28,65092.25,78106.6,87247.11,26861.93,82052.88,28904.21,0.0,CO2
Italy,2019,249747825.1,8603989.97,3095555.26,81681559.43,78446363.53,6936211.64,5858607.88,9132288.45,41447393.56,1817274.87,250411.29,571227.31,405584.53,1047992.07,1015063.54,2936043.93,1375738.66,3909346.29,625330.41,591842.49,0.0,0.0,CO2
Cyprus,2019,5659033.18,86306.23,37951.15,1408204.54,3284395.14,23467.31,126477.32,135636.76,321737.95,67493.87,7750.93,10894.07,3962.83,19196.76,26711.05,52092.72,6058.23,9533.26,8502.94,19379.59,3280.53,0.0,CO2
Latvia,2019,7888435.71,655554.14,45796.57,1293777.83,1806735.47,35521.57,220671.84,212379.1,3178553.34,14765.7,13502.92,7112.53,94814.14,33593.82,57894.42,120497.24,23190.86,49669.55,14136.97,10267.72,0.0,0.0,CO2
Lithuania,2019,14472688.95,677664.14,22590.5,5405720.97,970652.62,60488.02,137803.65,225914.52,6357916.03,21310.6,50316.05,31197.55,47596.46,52979.23,113042.95,140218.98,48365.83,55897.41,27075.59,25631.27,306.59,0.0,CO2
